Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
9675,true,"""microservice""","""jwt""","""hazelcast""",ND,ND,"""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
9679,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9683,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9684,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9685,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9688,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9692,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9694,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9699,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9702,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9706,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9707,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9708,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9709,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9713,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9714,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9715,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9717,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9718,true,"""monolith""","""oauth2""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9721,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9726,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9733,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9737,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9738,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9739,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9745,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9746,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9748,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9753,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9755,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9758,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9759,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9760,true,"""microservice""","""jwt""","""no""",ND,ND,"""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
9766,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9768,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9770,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9771,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9777,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9779,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9780,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9783,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9785,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9786,true,"""monolith""","""oauth2""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9789,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9790,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9793,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9794,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9798,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9800,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9803,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9810,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9814,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9815,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9817,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9818,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9819,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9820,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9821,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9828,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9833,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9834,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9838,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9839,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9840,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9841,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9843,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9846,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9847,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9860,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9863,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9865,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9867,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9868,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9869,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9873,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9874,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9875,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9877,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9881,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9882,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9888,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9889,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9891,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9893,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9897,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9899,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9902,true,"""monolith""","""oauth2""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9908,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9912,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9919,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9920,true,"""microservice""","""jwt""","""ehcache""",ND,ND,"""sql""","""mariadb""","""mariadb""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
9921,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9924,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9925,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""no""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9927,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9928,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9929,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9930,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9939,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9940,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9942,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9943,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9944,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9947,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9950,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9954,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
9957,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9958,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9963,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9965,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
9969,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9971,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9977,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
9980,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9982,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
9983,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
9993,true,"""uaa""","""uaa""","""no""",ND,ND,"""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
9996,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9997,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10000,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10002,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10003,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10005,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10006,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10008,true,"""microservice""","""jwt""","""no""",ND,ND,"""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
10010,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10011,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
10013,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10014,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
10015,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
10023,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
10026,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
10029,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
10030,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
