Register,Docker,applicationType,authenticationType,hibernateCache,clusteredHttpSession,websocket,databaseType,devDatabaseType,prodDatabaseType,buildTool,searchEngine,enableSocialSignIn,useSass,enableTranslation,testFrameworks,Generate,Compile,Build
3,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
9,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
13,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
14,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
16,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
17,true,"""monolith""","""oauth2""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
20,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
21,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
25,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
27,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
31,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
34,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
35,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
41,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
42,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
45,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
46,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
49,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
50,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
52,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
53,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
57,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
63,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
64,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
69,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
71,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
74,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
75,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
76,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
81,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
84,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
87,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
91,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
92,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
96,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
98,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
106,true,"""monolith""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
107,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
108,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
117,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
119,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
120,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
122,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
126,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
132,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
135,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
139,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
143,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
144,true,"""monolith""","""oauth2""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
148,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
155,true,"""gateway""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
159,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
162,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
163,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
164,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
165,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
169,true,"""uaa""","""uaa""","""ehcache""",ND,ND,"""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
173,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
175,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
177,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
180,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
181,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
182,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
183,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
185,true,"""gateway""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
186,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
193,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
194,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
195,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
203,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
204,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
207,true,"""monolith""","""session""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,true,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
209,true,"""microservice""","""jwt""","""no""",ND,ND,"""no""","""no""","""no""","""maven""","""no""",ND,ND,true,"[""gatling"",""cucumber""]",OK,OK,OK
210,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
212,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
222,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
223,true,"""monolith""","""oauth2""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
225,true,"""gateway""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
230,true,"""monolith""","""oauth2""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
232,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
237,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
239,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
240,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
245,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,false,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
248,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
250,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
253,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
256,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
261,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
265,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
271,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
276,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
279,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
281,true,"""monolith""","""jwt""","""ehcache""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",true,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
283,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
285,true,"""microservice""","""jwt""","""no""",ND,ND,"""sql""","""InMemory""","""mysql""","""maven""","""no""",ND,ND,false,"[""cucumber"",""gatling""]",OK,OK,OK
286,true,"""gateway""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
287,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
288,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
289,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
292,true,"""monolith""","""jwt""","""hazelcast""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",true,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
294,true,"""monolith""","""session""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
295,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",true,false,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
296,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
305,true,"""gateway""","""jwt""","""hazelcast""","""no""","""spring-websocket""","""sql""","""mariadb""","""mariadb""","""maven""","""no""",false,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
307,true,"""gateway""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
311,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""InMemory""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
313,true,"""gateway""","""jwt""","""ehcache""","""no""","""no""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
315,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
319,true,"""microservice""","""jwt""","""ehcache""",ND,ND,"""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",ND,ND,false,"[""gatling"",""cucumber""]",OK,OK,OK
326,true,"""gateway""","""jwt""","""no""","""no""","""no""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
331,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,false,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
332,true,"""monolith""","""oauth2""","""no""","""no""","""no""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
333,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
334,true,"""monolith""","""session""","""no""","""no""","""no""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
345,true,"""monolith""","""jwt""","""ehcache""","""no""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
348,true,"""monolith""","""jwt""","""hazelcast""","""no""","""no""","""sql""","""mariadb""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
349,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""sql""","""InMemory""","""mysql""","""maven""","""no""",true,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
350,true,"""monolith""","""jwt""","""no""","""hazelcast""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
351,true,"""gateway""","""jwt""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""no""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
355,true,"""monolith""","""jwt""","""no""","""no""","""no""","""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",false,true,false,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
358,true,"""monolith""","""session""","""hazelcast""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",true,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
362,true,"""monolith""","""session""","""no""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
363,true,"""monolith""","""jwt""","""no""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""mysql""","""maven""","""no""",false,false,false,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
364,true,"""uaa""","""uaa""","""hazelcast""",ND,ND,"""sql""","""mysql""","""mysql""","""maven""","""elasticsearch""",ND,ND,true,"[""cucumber"",""gatling""]",OK,OK,OK
365,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""InMemory""","""postgresql""","""maven""","""no""",true,false,true,"[""protractor"",""cucumber"",""gatling""]",OK,OK,OK
371,true,"""monolith""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""mysql""","""mysql""","""maven""","""no""",false,false,true,"[""gatling"",""protractor"",""cucumber""]",OK,OK,OK
375,true,"""monolith""","""oauth2""","""ehcache""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,true,false,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
376,true,"""monolith""","""session""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""gatling"",""cucumber"",""protractor""]",OK,OK,OK
384,true,"""monolith""","""jwt""","""ehcache""","""hazelcast""","""no""","""sql""","""DiskBased""","""postgresql""","""maven""","""no""",false,false,true,"[""cucumber"",""protractor"",""gatling""]",OK,OK,OK
385,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""postgresql""","""postgresql""","""maven""","""elasticsearch""",false,true,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
388,true,"""gateway""","""jwt""","""no""","""no""","""spring-websocket""","""sql""","""InMemory""","""mariadb""","""maven""","""elasticsearch""",false,false,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
390,true,"""monolith""","""session""","""ehcache""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",true,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
391,true,"""monolith""","""session""","""no""","""hazelcast""","""no""","""mongodb""","""mongodb""","""mongodb""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
394,true,"""monolith""","""session""","""no""","""no""","""spring-websocket""","""sql""","""DiskBased""","""mariadb""","""maven""","""elasticsearch""",false,true,true,"[""cucumber"",""gatling"",""protractor""]",OK,OK,OK
397,true,"""monolith""","""session""","""hazelcast""","""hazelcast""","""spring-websocket""","""sql""","""DiskBased""","""mysql""","""maven""","""no""",false,false,true,"[""protractor"",""gatling"",""cucumber""]",OK,OK,OK
